Unnamed: 0,id,company,location,postDate,title scraped for,Country,upper_salary,lower_salary,payment_frequency,State,age,Position,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
114,job_4262cf48416286b5,,Lagos,13 days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,,,Technical Product Specialist,"['ML', 'Python', 'Java', 'C', 'R', 'Excel', 'CSS', 'C#', 'HTML', 'PHP', 'js', 'Node.js']"
115,job_250ab9c03b8257a0,,Lagos,13 days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,,undergraduate,Marketing Executive,"['C', 'R', 'Go']"
116,job_67de6689d62c4fc4,Recore Limited,Lagos,12 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Full-time,,FRONTEND DEVELOPER,"['C', 'R']"
117,job_f4e944ea5b560130,Baaraku Recruitment,Lagos,Active 2 days ago,Web Developer,Nigeria,,800000.0,Monthly,Lagos,,,3.0,Full-time,undergraduate,Full Stack Developer,"['D', 'C', 'Java', 'R']"
118,job_4296aabaa333549b,Software Business Solutions Consulting,Lagos,Active 2 days ago,Web Developer,Nigeria,300000.0,250000.0,Monthly,Lagos,,,3.0,,,.NET DEVELOPER,"['D', 'C', '.NET', 'Excel', 'R', 'C#', 'client', 'SQL']"
119,job_a2ce70f2672058b1,Software business solutions consulting,Lagos,Active 9 days ago,Web Developer,Nigeria,,,,Lagos,,,5.0,Full-time,undergraduate,NodeJs Developer,"['ML', 'Java', 'D', 'C', 'R', 'CSS', 'HTML', 'js', 'Node.js']"
120,job_7addc64330143100,Nitax Technologies Limited,Lagos,Active 2 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,,Full-time,,Senior Frontend Developer,"['D', 'C']"
121,job_caa6ca95822b32ba,GVA Partners,Lagos,Active 2 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,Full-time,undergraduate,APPLICATION/SOFTWARE DEVELOPER,"['asp', 'Go', 'HTML', 'server', 'UI', 'UX', 'C', 'R', 'CSS', 'MySQL', 'SQL', 'ML', 'SOAP', 'client', 'Python', 'Java', 'Object-Oriented Programming', 'D', 'PHP', 'Django']"
122,job_679d08e576a378a4,Findworka Recruitment Services,Lagos,Posted 11 days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,Full-time,undergraduate,Full Stack Developer,['R']
123,job_16d3bee2dbc50427,React Africa,Ibadan,Active 10 days ago,Web Developer,Nigeria,,150000.0,Monthly,Ibadan,,,2.0,Full-time,,PHP Developer,"['ML', 'Java', 'Laravel', 'D', 'C', 'R', 'CSS', 'HTML', 'Javascript', 'SAS', 'PHP', 'SQL']"
124,job_8c702e3f105c939a,Nitax Technologies Limited,Lagos,Active 2 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,,Full-time,,Senior Backend Developer,"['D', 'C', 'UI', 'server']"
125,job_2b59903fb69f97e9,Findworka Recruitment Services,Lagos,Active 1 day ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,3.0,Full-time,undergraduate,Flutter Developer,"['D', 'C', 'R', 'Excel', 'Go', 'Git']"
126,job_1f22ee45e2b3f9b7,Parkway,Yaba,Active 2 days ago,Web Developer,Nigeria,400000.0,300000.0,Monthly,Yaba,,,2.0,,,Ionic Mobile Developer,"['ML', 'Java', 'Vi', 'D', 'C', 'R', 'Go', 'CSS', 'HTML', 'Git']"
127,job_c5e76d76c597067a,React Africa,Ibadan,Active 10 days ago,Web Developer,Nigeria,,150000.0,Monthly,Ibadan,,,1.0,Full-time,,Mobile Engineer,"['D', 'Java', 'Go', 'R']"
128,job_05f7d2981ed19a12,Tek Experts,Lagos,Posted 12 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,4.0,,undergraduate,Senior .NET Developer,"['asp', 'UX', 'D', 'C', '.NET', 'R', 'Excel', 'server', 'client', 'SQL']"
129,job_f1550cc484d77732,Tek Experts,Lagos,Posted 12 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,undergraduate,Front End  Developer,"['ML', 'Java', 'UI', 'UX', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'client', 'js']"
130,job_1473284d882e41c7,Tek Experts,Lagos,Posted 12 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,undergraduate,Front End  Developer,"['UI', 'UX', 'D', 'C', 'R', 'Excel', 'client', 'js']"
131,job_9e3164e23163921a,Tek Experts,Lagos,Posted 11 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,4.0,,undergraduate,Senior Java Developer,"['ML', 'Java', 'SOAP', 'UX', 'D', 'C', 'R', 'Excel', 'JSON', 'client', 'SQL', 'XML']"
132,job_02a7ef07cd054ed3,Spearhead Software Solutions Limited,Lagos,Active 2 days ago,Web Developer,Nigeria,200000.0,150000.0,Monthly,Lagos,,,2.0,,undergraduate,Angular Developer,"['ML', 'Java', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'angular']"
133,job_4424374351acbd17,Software business solutions consulting,Lagos,Active 8 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Full-time,undergraduate,Angular Developer,"['ML', 'Java', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'angular']"
134,job_3a31ff3f5d68c08b,Anyjob Limited,Lagos,Active 6 days ago,Web Developer,Nigeria,,200000.0,Monthly,Lagos,,,2.0,,undergraduate,Software Marketer,"['BA', 'R', 'Marketing']"
135,job_68a9865198fdc66c,Okra,Lagos,Posted 7 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,,Documentations Lead,"['D', 'HTML', 'ML', 'XML']"
136,job_19294e33ae287e7f,Tek Experts,Lagos,12 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,undergraduate,.NET Developer,"['asp', 'UX', 'D', 'C', '.NET', 'R', 'Excel', 'client', 'SQL']"
137,job_6e76e301c8848bbd,Yoodule,Uyo,8 days ago,Web Developer,Nigeria,,150000.0,Monthly,Uyo,,,,Full-time,,Flutter Developer,"['D', 'C', 'R', 'http', 'server']"
138,job_6b824d94f589b4d0,Tek Experts,Lagos,12 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,undergraduate,Java Developer,"['ML', 'Java', 'SOAP', 'D', 'C', 'R', 'Excel', 'JSON', 'client', 'SQL', 'XML']"
139,job_beb9cd90a925b222,Tek Experts,Lagos,12 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,4.0,,undergraduate,Senior Front End  Developer,"['UI', 'UX', 'D', 'C', 'R', 'Excel', 'client', 'js']"
140,job_fc1aa347dad14738,Tek Experts,Lagos,12 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,6.0,,undergraduate,Senior Front End  Developer,"['ML', 'Java', 'UI', 'UX', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'client', 'js']"
141,job_dde236baf6cf390a,eHealth4everyone,Abuja,14 days ago,Web Developer,Nigeria,,,,Abuja,,Mid-Level,1.0,,,Python Web Developer,"['Python', 'D', 'C', 'R', 'MySQL', 'Mercurial', 'Flask', 'Django', 'SQL', 'Git']"
142,job_92795aa05521578d,Motocheck,Lagos,15 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,,Mobile App Developer,"['D', 'R']"
143,job_2c4287f193097c6c,Incentive Games Limited,Lagos,18 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,Full-time,undergraduate,Full Stack Developer,"['ML', 'Java', 'PostgreSQL', 'jQuery', 'D', 'C', 'Excel', 'CSS', 'MySQL', 'HTML', 'PHP', 'client', 'SQL']"
144,job_1f1a37f675a5c777,Canonical - Jobs,Lagos,15 days ago,Web Developer,Nigeria,,,,Lagos,,,,,undergraduate,Project Manager   Web Design and Engineering,"['UX', 'D', 'C', 'R', 'Excel']"
145,job_ce46519ad94b6998,IntelFort Limited,Lagos,15 days ago,Web Developer,Nigeria,,,,Lagos,,,1.0,Full-time,,Software Developer,"['ML', 'Python', 'Java', 'MongoDB', 'D', 'C', 'R', 'Excel', 'Go', 'CSS', 'MySQL', 'HTML', 'PHP', 'server', 'SQL']"
146,job_8ebb30d5f91fd3ea,BORN Group,Cross River,18 days ago,Web Developer,Nigeria,,,,Cross River,,,,,,FED Architect,"['ML', 'js', 'Java', 'UI', 'UX', 'C', 'R', 'CSS', 'HTML', 'SAS', 'SEO', 'client', 'Git', 'Node.js']"
147,job_96e41aef6dab1234,Mitiget Assurance and Technology Services Limited,Lagos,14 days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,Full-time,undergraduate,Software Developer,"['asp', 'Go', 'HTML', 'server', 'UI', 'UX', 'C', 'R', 'CSS', 'MySQL', 'SQL', 'ML', 'SOAP', '.net', 'client', 'Python', 'Java', 'Object-Oriented Programming', 'D', 'PHP', 'Django']"
148,job_3eb2e41aaa40a4b8,Motocheck,Lagos,18 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,,Senior Frontend Engineer,['R']
149,job_38e6b8449b8d1a63,Canonical - Jobs,Lagos,19 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,,,undergraduate,Senior UX Designer,"['UX', 'D', 'C', 'R', 'Excel']"
150,job_86accd071117c33e,SOSAI Renewable Energies Company,Kaduna,15 days ago,Web Developer,Nigeria,,,,Kaduna,,,3.0,,undergraduate,Mobile Application Developer,"['Java', 'D', 'C', 'Excel', 'Swift', 'C++']"
151,job_1c9db9c6f940533b,Agrandi Technologies,Ibadan,Active 1 day ago,Web Developer,Nigeria,,100000.0,Monthly,Ibadan,,,1.0,,,Junior Frontend Developer,"['Java', 'D', 'C', 'R', 'CSS', 'SAS', 'client', 'Git']"
152,job_7c3624176de7565e,Anyjob Limited,Lagos,Active 6 days ago,Web Developer,Nigeria,,200000.0,Monthly,Lagos,,,,,,Backend developer,"['ML', 'Python', 'Java', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'PHP']"
153,job_a055805d37457f3c,SOFTWARE BUSINESS SOLUTIONS CONSULTING,Lagos,Active 4 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Full-time,,FRONTEND DEVELOPER,"['ML', 'Java', 'UI', 'SOAP', 'jQuery', 'D', 'C', 'R', 'Go', 'CSS', 'server', 'HTML', 'SAS', 'SEO', 'client', 'Git']"
154,job_38a50a353b30b2b6,Anyjob Limited,Lagos,Active 6 days ago,Web Developer,Nigeria,,200000.0,Monthly,Lagos,,,3.0,,,Mobile app developer,"['flutter', 'Java', 'D', 'C', 'R']"
155,job_5cea0e5e39089dd8,Bincom Dev Center,Lagos,Active 9 days ago,Web Developer,Nigeria,,25000.0,Monthly,Lagos,,,1.0,,,PHP/MySQL Developer Intern,"['C', 'R']"
156,job_47cae2397c3af349,Mkobo MFB,Lagos,Active 1 day ago,Web Developer,Nigeria,,200000.0,Monthly,Lagos,,,5.0,Full-time,undergraduate,Product Designer,"['UI', 'Vi', 'api', 'asp', 'UX', 'D', 'C', 'R', 'Excel', 'User Research', 'InVision', 'A/B testing', 'Marketing']"
157,job_ae29158623e7c885,Tek Experts,Lagos,Posted 18 days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,,undergraduate,Learning Content Developer,"['ML', 'Python', 'Java', 'UX', 'C', 'R', 'CSS', 'HTML']"
158,job_08d9ebe598ae6cf6,SOFTWARE BUSINESS SOLUTIONS CONSULTING,Lagos,Active 1 day ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Full-time,,FULLSTACK DEVELOPER,"['ML', 'Java', 'UI', 'D', 'C', '.NET', 'Go', 'R', 'CSS', 'C#', 'Docker', 'server', 'HTML', 'SEO', 'SQL', 'Git']"
159,job_ed6009bfcb8cd375,Software business solutions consulting,Lagos,Active 3 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,Full-time,postgraduate,ASP.NET MVC DEVELOPER,['R']
160,job_ebdff9156a605fc9,Mustard Stone Technologies Limited,Lagos,Active 3 days ago,Web Developer,Nigeria,,,,Lagos,,,,Full-time,,Frontend Software Developer,"['DOM', 'Vi', 'Optimization', 'D', 'C', 'R', 'client', 'Git']"
161,job_9b02a993c5853d7d,SOFTWARE BUSINESS SOLUTIONS CONSULTING,Abeokuta,Active 9 days ago,Web Developer,Nigeria,,,,Abeokuta,,Senior Level,,Full-time,postgraduate,Senior backend developer,['R']
162,job_30b15f871461cae7,Tavia Technologies Limited,Ikeja,Active 8 days ago,Web Developer,Nigeria,,200000.0,Monthly,Ikeja,,Senior Level,6.0,Full-time,undergraduate,Software Engineer with DevOps,"['asp', 'Go', 'HTML', 'server', 'Git', 'C', 'R', 'CSS', 'C#', 'MySQL', 'C++', 'SQL', 'ML', 'Docker', 'Redis', 'Python', 'Java', 'PostgreSQL', 'D', 'Excel', 'DevOps', 'AWS', 'PHP', 'XML']"
163,job_009084bc84b729fb,Connected Analytics (ThankUCash),Lagos,Posted 19 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,,,postgraduate,Senior Frontend Developer,"['ML', 'Java', 'UI', 'MongoDB', 'PostgreSQL', 'UX', 'D', 'C', 'R', 'Excel', 'CSS', 'C#', 'MySQL', 'HTML', 'DevOps', 'WCF', 'SQL', 'Redis']"
164,job_036dcd81bd4de125,MetaMap,Nigeria,Posted 22 days ago,Web Developer,Nigeria,,,,Nigeria,,,5.0,,,Solutions Engineer   Africa,['R']
165,job_97319c8dc91b2640,Adexen,Lagos,Posted 27 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,undergraduate,App Developer,['R']
166,job_b3acfc3ba0a7d2f5,Canonical - Jobs,Lagos,Posted 26 days ago,Web Developer,Nigeria,,,,Lagos,,,,,undergraduate,Identity Platform Engineering Manager   Python/Go,"['ML', 'Python', 'D', 'C', 'Go', 'OpenID']"
167,job_bcd37ee321ecd681,ICE COMMERCIAL POWER,Lagos,Active 5 days ago,Web Developer,Nigeria,,200000.0,Monthly,Lagos,,,3.0,Contract,,FRONT END DEVELOPER,"['ML', 'Java', 'jQuery', 'D', 'C', 'R', 'Excel', 'Go', 'CSS', 'HTML', 'SEO', 'server']"
168,job_0f75ea8fae43fc18,Global SJX Limited,Lagos,Active 4 days ago,Web Developer,Nigeria,,250000.0,Monthly,Lagos,,,3.0,,undergraduate,Fullstack Developer,"['D', 'Project Management']"
169,job_a3366dc356e0aefd,Bincom Dev Center,Lagos,Active 2 days ago,Web Developer,Nigeria,,25000.0,Monthly,Lagos,,,,,,Python Developer Intern,"['C', 'R', 'Software development']"
170,job_7a5f6445f2067ada,Parkway Projects Limited,Yaba,Active 1 day ago,Web Developer,Nigeria,250000.0,200000.0,Monthly,Yaba,,,2.0,,undergraduate,UI/UX Designer,"['ML', 'Java', 'UI', 'UX', 'jQuery', 'C', 'R', 'Excel', 'CSS', 'HTML']"
171,job_2390c1b181156bc2,Software business solutions consulting,Lagos,Active 5 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Full-time,,Java Developer,"['Java', 'D', 'C', 'R', 'Excel', 'Go']"
172,job_605366370e980789,Software Business Solutions Consulting,Lagos,Active 8 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,undergraduate,AngularJS Developer,"['ML', 'Java', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'angular']"
173,job_1d75139b3f9cd4a0,TERAWORK,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,,,Java Developer,['R']
174,job_298a77dca7e8c51b,Veegil Media,Lagos,Active 9 days ago,Web Developer,Nigeria,,1200000.0,Yearly,Lagos,,Mid-Level,5.0,,undergraduate,Fullstack Developer,"['api', 'D', 'C', 'R', 'DevOps', 'server']"
175,job_a94115e149dd6a6e,Sloovi,Lagos,Posted 30+ days ago,Web Developer,Nigeria,250000.0,200000.0,Monthly,Lagos,,,3.0,Full-time,,Full stack Developer,['R']
176,job_3e5f3f174aaa00ab,miedo and sons,Abuja,Active 3 days ago,Web Developer,Nigeria,100000.0,20000.0,Monthly,Abuja,,,,,postgraduate,JOB VACANCY FOR A GOOD AND PROFESSIONAL WORDPRESS DEVELOPER,"['ML', 'Java', 'jQuery', 'C', 'R', 'Go', 'CSS', 'JSON', 'HTML', 'Mercurial', 'PHP', 'Git', 'XML']"
177,job_f22f8f99c86f1bbc,Penciledge Limited,Lagos,Active 2 days ago,Web Developer,Nigeria,,,,Lagos,,,,Full-time,undergraduate,Full stack Web Development   Hybrid,"['BA', 'C']"
178,job_f72644c2491dd545,Veegil Media,Lagos,Active 9 days ago,Web Developer,Nigeria,,1200000.0,Yearly,Lagos,,Mid-Level,1.0,,,Mobile Developer,"['ML', 'Java', 'UI', 'Vi', 'Creative', 'UX', 'D', 'C', 'R', 'Excel', 'CSS', 'HTML', 'Swift', 'InVision', 'Git']"
179,job_2e94d08bdb5756a1,SMARTFLOW TECHNOLOGIES LIMITED,Lagos,Active 20 days ago,Web Developer,Nigeria,,,,Lagos,,,,Full-time,,Software Engineer,"['Python', 'api', 'js', 'PostgreSQL', 'D', 'C', 'R', 'Excel', 'Go', 'MySQL', 'server', 'client', 'AWS', 'Django', 'SQL', 'Git', 'Redis']"
180,job_8696fe443be0dc60,Azenia,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,5.0,,,Frontend Mobile Developer,"['D', 'Go']"
181,job_6685699b4b7888dd,Decagon,Lagos,Active 5 days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,4.0,Contract,,Senior Software Engineer,"['can-do attitude', 'Python', 'Java', 'D', 'C', 'R', 'Docker', 'MySQL', 'Javascript', 'client', 'SQL']"
182,job_6e1ab1a3c353eb1d,Barloworld Equipment,Zamfara,Posted 30+ days ago,Web Developer,Nigeria,,,,Zamfara,,,10.0,,,Solution Architect,"['C', 'R']"
183,job_56ac9a56a5dc0903,Decagon,Lagos,Posted 28 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,Contract,postgraduate,Core Banking Engineer,"['SDLC', 'Java', 'D', 'C', 'R', 'Excel', 'Docker', 'MySQL', 'SQL', 'Git']"
184,job_76d35b4849e9dd3b,Azenia,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,5.0,,,Backend Developer,"['D', 'Go']"
185,job_14baf13f21b16a5c,Software business solutions consulting,Lagos,Active 8 days ago,Web Developer,Nigeria,,,,Lagos,,,6.0,Full-time,,DOTNET DEVELOPER,"['D', 'C', '.NET', 'Excel', 'R', 'C#', 'F#', 'client', 'SQL']"
186,job_d7dc3f7c0c3fe7b4,Prospa,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,,,,UI/UX Designer,"['UI', 'Vi', 'UX', 'D', 'C', 'Go', 'InVision']"
187,job_bc7a9806e876b2e5,Software business solutions consulting,Lagos,Active 1 day ago,Web Developer,Nigeria,,,,Lagos,,,4.0,Full-time,undergraduate,REACT FRONT END DEVELOPER,"['ML', 'Java', 'C', 'R', 'Excel', 'Go', 'CSS', 'HTML', 'js']"
188,job_d76d578b87721d07,Moove,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,6.0,,,Quality Assurance Automation Engineer,"['Java', 'UI', 'api', 'D', 'C', 'R', 'Excel', 'Documentation', 'CSS', 'Go', 'Git']"
189,job_071e80d11c302073,Connected Analytics (ThankUCash),Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,,,,Frontend Developer,[]
190,job_f5caecc3a6dbd6d4,Connected Analytics (ThankUCash),Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,7.0,,,Senior .Net Developer,"['PostgreSQL', 'D', 'C', '.NET', 'Excel', 'R', 'C#', 'MySQL', 'WCF', 'DevOps', 'server', 'SQL']"
191,job_c28ff7a5b1f21524,Connected Analytics (ThankUCash),Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Mid-Level,3.0,,,Junior .Net Developer,"['PostgreSQL', 'D', 'C', '.NET', 'Excel', 'R', 'C#', 'MySQL', 'WCF', 'DevOps', 'server', 'SQL']"
192,job_fe13a4aaab91e609,Microverse,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Mid-Level,2.0,,postgraduate,Technical Curriculum Developer,"['Java', 'D', 'C', 'R', 'Excel', 'js', 'Node.js']"
193,job_32418d00b58f2522,ECSCORP AND COMPANY,Lagos,Active 12 days ago,Web Developer,Nigeria,,,,Lagos,,,2.0,Full-time,undergraduate,REACT.JS DEVELOPER,"['ML', 'Java', 'D', 'C', 'R', 'Excel', 'Go', 'CSS', 'HTML', 'Javascript', 'js']"
194,job_906d2324d98c40ca,Connected Analytics (ThankUCash),Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,5.0,,,Automation Tester,"['Python', 'Java', 'Leadership', 'D', 'C', 'R', 'Excel', 'Go', 'C#', 'client', 'SQL', 'Flexible', 'Objective-C']"
195,job_ec7e7e01fc2bb5f9,Transquisite Consulting Group,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,undergraduate,Senior Backend Software Developer,['D']
196,job_b82b6a052ef1a0c6,Canonical - Jobs,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,undergraduate,"Engineering Manager, Ubuntu Server Distribution","['D', 'C', 'R', 'Go', 'Flexible']"
197,job_f0f6cd945065692c,Canonical - Jobs,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,undergraduate,"Engineering Manager, Ubuntu Server   Ubuntu Pro","['D', 'C', 'R', 'Go', 'Flexible']"
198,job_71a6279f6de739ae,Canonical - Jobs,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,undergraduate,"Engineering Manager, Ubuntu Server   cloud init","['D', 'C', 'R', 'Go', 'Flexible']"
199,job_4d789e0919344fd5,The Concept Group,Lagos,Active 3 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,,Mobile Application Developer,"['D', 'Swift', 'Java', 'R']"
200,job_c20ec245b27f36b1,YNV Group,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,2.0,,undergraduate,.Net Developer,"['ML', 'UI', 'Vi', 'D', 'C', '.NET', 'Excel', 'Go', 'CSS', 'C#', 'JSON', 'R', 'HTML', 'js', 'SQL', 'XML']"
201,job_4b37577b7245fe3d,Structure Financial,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,,,,Digital Designer,"['C', 'R', 'api']"
202,job_5608b0956f37de3f,Canonical - Jobs,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,,,undergraduate,Software Engineer   OpenStack,"['ML', 'Python', 'D', 'C', 'R', 'Go', 'server']"
203,job_1b2c3d9c0d129d05,eHealth Systems Africa,Kano,Posted 30+ days ago,Web Developer,Nigeria,,,,Kano,,Senior Level,5.0,,undergraduate,"Senior Coordinator, Software Engineering","['Databases', 'Java', 'Python', 'js', 'NoSQL', 'D', 'C', 'R', 'Go', 'Django', 'SQL', 'Git']"
204,job_0e15b1d45362d991,Okra,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,,Senior QA Engineer,"['C', 'Java', 'R']"
205,job_c847aabac76d6369,"Spiff, Inc.",Cross River,Posted 30+ days ago,Web Developer,Nigeria,,,,Cross River,,,1.0,,,Ruby/Rails Backend Engineer   Costa Rica,['R']
206,job_463d16d1cfcd345a,"Spiff, Inc.",Cross River,Posted 30+ days ago,Web Developer,Nigeria,,,,Cross River,,,,,,Salesforce Developer   Costa Rica,['R']
207,job_34739155636243a5,FlexiSAF,Abuja,Posted 30+ days ago,Web Developer,Nigeria,,,,Abuja,,Mid-Level,2.0,,,Mid Level UI/UX Designer,"['ML', 'Java', 'UI', 'Creative', 'D', 'C', 'CSS', 'HTML']"
208,job_d35f626a16959385,ipNX,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,,,,undergraduate,System Analyst/Developer,"['Go', 'Subversion', 'HTML', 'server', 'Git', 'UI', 'api', 'UX', 'C', 'R', 'CSS', 'Perl', 'ML', 'Ruby on Rails', 'Python', 'Java', 'D', 'problem solver', 'PHP', 'XML']"
209,job_e3cd5e85b381718b,Lox Corporate Services,Lagos,Active 2 days ago,Web Developer,Nigeria,300000.0,150000.0,Monthly,Lagos,,,1.0,,,Mobile app developer,"['UI', 'UX', 'C', 'R', 'Analytical Skills']"
210,job_2da4442e7fd6c6a6,Okra,Lagos,Posted 30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,,Senior Full Stack Engineer,"['Java', 'api', 'MongoDB', 'NoSQL', 'D', 'R', 'Javascript', 'SQL']"
211,job_c95d8b05c6bbd33c,ByteWorks,Abuja+1 location,30+ days ago,Web Developer,Nigeria,,,,Abuja+1 location,,,2.0,,undergraduate,Java Software Developer,"['ML', 'Python', 'Java', 'SDLC', 'NoSQL', 'D', 'C', 'R', 'Docker', 'CSS', 'client', 'HTML', 'SQL', 'Git']"
212,job_76fd1c983c73df5f,Okra,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,5.0,,,"Senior Software Engineer, Core Services","['MongoDB', 'NoSQL', 'D', 'R', 'SQL']"
213,job_2ec2070de8976359,The House of Sounds,Lagos,Active 7 days ago,Web Developer,Nigeria,,,,Lagos,,,3.0,,postgraduate,Back end Developer,"['ML', 'Java', 'D', 'C', 'Excel', 'CSS', 'HTML', 'js', 'Node.js']"
214,job_6b59eadbc91ff302,Transquisite Consulting Group,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,Mid-Level,4.0,,undergraduate,Full Stack WordPress Developer,"['ML', 'Java', 'UI', 'jQuery', 'D', 'C', 'R', 'CSS', 'HTML', 'PHP', 'SEO']"
215,job_57f2cb22a67eef0b,Spearhead Software Solutions Limited,Lagos,Active 9 days ago,Web Developer,Nigeria,100000.0,80000.0,Monthly,Lagos,,,1.0,Full-time,,Full Stack Developer,"['ML', 'Python', 'Java', 'MongoDB', 'D', 'C', 'R', 'Excel', 'Go', 'CSS', 'MySQL', 'HTML', 'PHP', 'server', 'SQL']"
216,job_5cef89f028a34c01,Lemonade Technology Inc,Nigeria,30+ days ago,Web Developer,Nigeria,,,,Nigeria,,,3.0,,,Backend Engineer   Golang,"['PostgreSQL', 'D', 'Go', 'JSON', 'Docker', 'SQL', 'Git']"
217,job_432b979a4287c93a,Co-creation Hub,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,,DevOps Engineer,"['Java', 'D', 'C', 'Docker', 'DevOps', 'AWS', 'PHP', 'server', 'Git']"
218,job_296037b61fb82882,Field Intelligence,Abuja,30+ days ago,Web Developer,Nigeria,,,,Abuja,,,4.0,,,Product Manager,"['D', 'C', 'R', 'Excel', 'client']"
219,job_606988fbfa500974,Okra,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,,5.0,,,Full Stack Lead,"['Java', 'MongoDB', 'NoSQL', 'D', 'R', 'Javascript', 'SQL']"
220,job_49aeccc91ac8b732,Start Innovation Hub,Uyo,30+ days ago,Web Developer,Nigeria,,,,Uyo,,,8.0,,postgraduate,Marketer,"['D', 'C', 'R', 'Excel', 'Go', 'BA', 'MS Office']"
221,job_2639f482d7a800ce,Renmoney,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,,4.0,,undergraduate,DevOps Engineer,"['D', 'DevOps', 'R']"
222,job_2ed3842a8e2522d3,Canonical - Jobs,Lagos,30+ days ago,Web Developer,Nigeria,,,,Lagos,,Senior Level,,,undergraduate,Senior Web Developer   Workplace Engineering,['C']
